Comment,Kind of offensive language
"@anonymized_account @anonymized_account Czas pokaże kto jest kim, mącicielu, szkodniku, haha do gazu haha",1
Samochody ciągnące za sobą billboardy pojadą pod siedzibę niemieckiej stacji telewizyjnej @anonymized_account \n#GermanDeathCamps \nhttps://t.co/lddozkbAsN,0
RT @anonymized_account Samochody ciągnące za sobą billboardy pojadą pod siedzibę niemieckiej stacji telewizyjnej @anonymized_account \n#GermanDeathCamps \nhttps://t.…,0
@anonymized_account Choć po tym zdjęciu jeśli bym miał je opisać to żonie plecak nic nierobi natomiast tobie trochę brakuje oddechu ;),0
"@anonymized_account Moja empatia maleje wprost proporcjonalnie do skali roszczeń. Dziś min. Rafalska jutro PMM,a pojutrze cały  rząd.",0
@anonymized_account Bzdura. Nie działa to aż w takim stopniu.,0
@anonymized_account Cierzniak musiał roznosić ulotki albo ubierać choinke ? Chyba coś mi umknęło,0
@anonymized_account Czemu nie ma u Pana takiego wzmozenia jak topią sie dzieci uchodzcow?,0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account I jeszcze jedno sprostowanie: \nMam na myśli Damiana J.,0
"@anonymized_account Nie jest duży, z taką mocą to petarda do tego jak trzeba na 4 kola napęd",0
Serbom potrzeba 8 punktów w 3. secie do awansu.,0
@anonymized_account Kartkę za faul dostał Simoes (nr 8). Helder Lopes dostał za co innego czerwień bezpośrednio.,0
@anonymized_account @anonymized_account potem będziesz musiał odszczekiwać te słowa :D,0
@anonymized_account Piekny synek @anonymized_account może razem chodzili w rajtuzach,0
"@anonymized_account @anonymized_account I takie takie wpisy: \""Adrian Juda, nigdy więcej\"" człowiekowi jakoś raźniej",0
@anonymized_account @anonymized_account @anonymized_account Dobrymi intencjami pieklo jest wybrukowane,0
@anonymized_account @anonymized_account Necidowi też zaglądaliście w statystyki i je komentowaliście ?,0
"@anonymized_account @anonymized_account Chyba powinieneś zmienić lekarza, pomyśl o tym jeżeli ta umiejętność nie jest dla Ciebie zbyt skomplikowana.",0
"@anonymized_account No to fajnie, bo zazwyczaj na 1 i trochę 2 roku jest więcej zapychaczy niż normalnych zajęć 😂",0
Dzisiaj 54 na rowerze z Manusiem po piachu we lesie. Punkt zborny Czerwony Bór przy więzieniu. Manuś ma sentyment,0
@anonymized_account Można wiedzieć o co chodzi ? :),0
@anonymized_account @anonymized_account No wieś tak do mnie nie mów,0
"@anonymized_account Się kurwa wypaliłeś, trochę szkoda. Alkohol jednak  zabija komórki",0
"@anonymized_account @anonymized_account @anonymized_account Bynajmniej. Mogę Pana zapewnić, że to nie była ustawka.",0
"@anonymized_account Przełącz szybko, tam tylko dekadencja i hedonizm, zepsucie, gender",0
@anonymized_account @anonymized_account Czego ona tak wrzeszczy? Poziomem wrzasku chce przekonać do siebie słuchających?,0
@anonymized_account @anonymized_account wiem że nie ta pozycja.Napisałem ktoś pokroju Katki a nie że Katka.,0
Mam ochote na jakiś super film,0
"@anonymized_account Zima to działa na wyobraźnię, myślenie abstrakcyjne",0
@anonymized_account @anonymized_account A co ze starymi komuchami i prokuratorami stanu wojennego w waszych szeregach? Oni w co się przebrali?,0
@anonymized_account Miłego dnia Ci życzę 🌼,0
@anonymized_account @anonymized_account Wszyscy się podniecają szczątkami informacji a do prawidłowej oceny potrzebna jest kompletna wiedza,0
@anonymized_account ale świry! Ale śmieszne! Nikt jeszcze nie zrobił manekinchallenge!,0
@anonymized_account @anonymized_account Życzę Ci takiego próżniactwa. Nie komentuj czegoś o czym noeasz zielonego pojęcia.,0
"@anonymized_account Wszędzie widzi komunistów, chyba tatuś zrobił mu krzywdę",1
@anonymized_account @anonymized_account @anonymized_account Mam tak samo jak ty. Strzelam ze niewyszla.\nZa to faul blaszczykowskiego w meczu z Italia naciagany ;),0
"@anonymized_account Pierwsza linia frontu, szkoda że chełm na łeb nie wchodzi",0
"Jestem pod wielkim wrażeniem, co tu gadać",0
@anonymized_account To oni nie grają w MLS? 😛,0
Weź mnie nie wkurwiają gnoju,1
@anonymized_account Jednak umiejętność łączenia kropek to ja mam 😂,0
"@anonymized_account @anonymized_account @anonymized_account Może podratował SKOKI, albo Możejki",0
Wszystko przez Żydów co nie @anonymized_account @anonymized_account,0
@anonymized_account Nie rozumiem tylko dlaczego ze 142 g mięsa wyszło 100 g kabanosów 🤔,0
"@anonymized_account @anonymized_account @anonymized_account Śliczny , kochany nasz premier, jak z obrazka",0
@anonymized_account czemu nie ma na polsat sport news meczu Liechtenstein - Gibraltar skoro jest we wszystkich programach ?...,0
Bramki we Włoszech są chyba jakieś inne niż w kadrze.,0
@anonymized_account moge się zgodzić że jeszcze trzeba dać czas Sobolowi ale jakby mu dali trenera od którego można się czegoś nauczyć,0
@anonymized_account Co do Ronaldo i Portugalii to wydaje się mi ze przegrają trzeci mecz i pakują walizki.tak w roli zrozumienia mnie 😉,0
"@anonymized_account Każdy tak powinien z pisdzielstwem i będzie,  było sobie pisdzielstwo",0
"Heeeheee, prawda to, 100 %, ruskie dziwki @anonymized_account @anonymized_account pewne na 100%",1
"@anonymized_account Nie gonimy, bo niewiele wychodzi. Odkrycie się już teraz to byłoby samobójstwo.",0
"@anonymized_account Jeszcze nie widziałam, żeby ktoś na moim tl tak pisał",0
@anonymized_account @anonymized_account Żaden VAR-owiec tego by nie uznał za rażący błąd.,0
Detoks m-c noga w ortezie. Bylo mi to potrzebne,0
@anonymized_account O kurcze a co tam,0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Po cholerę ci pytania? Przecież dostaniesz z PiSu na kartce.,0
"@anonymized_account @anonymized_account @anonymized_account Każdy mecz jest inny, ale nasza gra niestety ciągle tak samo chujowa.",0
"Przykro jest usłyszeć, że ktoś nawet o Tobie nie myślał, gdy Ty umierałaś z tęsknoty",0
"RT @anonymized_account Przykro jest usłyszeć, że ktoś nawet o Tobie nie myślał, gdy Ty umierałaś z tęsknoty",0
"Premier @anonymized_account w #Tychy: Tak, jak spełniamy nasze obietnice w rządzie, tak będziemy spełniać je w samorządzie. #DotrzymujemySłowa",0
"RT @anonymized_account Premier @anonymized_account w #Tychy: Tak, jak spełniamy nasze obietnice w rządzie, tak będziemy spełniać je w samorządzie. #Dotrzym…",0
"@anonymized_account @anonymized_account Nic nie zrobil, ty i twój ojciec macie zasługi",0
@anonymized_account No tak ale głupota im pozostała😁😁,0
@anonymized_account @anonymized_account Dobrze że w bierkach nie są mistrzem bo wtedy byłoby pozamiatane,0
@anonymized_account ale myślałem że wyróżnisz ten dzień w kalendarzu :),0
@anonymized_account @anonymized_account dzisiaj to nie powinniśmy się śmiać z nikogo :P,0
@anonymized_account Kaczyński ciężko pracował na to przez 8 lat.,0
RT @anonymized_account @anonymized_account Kaczyński ciężko pracował na to przez 8 lat.,0
"@anonymized_account Przecież te zjeby chyba wiedza że tvn 24 nadaje tylko w platnej. Tacy wrogowie, szczyj na nich",1
"P zabrał mnie dzisiaj na spacer i pograliśmy w siatkówkę trochę 😂 w sumie czuje się znacznie lepiej, nie podziękowałam mu nawet za to",0
@anonymized_account Czyżby się mu mecze pomyliły czy z promilami przesadził? ;),0
@anonymized_account Mam znajomą która pracuje 6h trzy dni w tygodniu i ma 50 tyś,0
"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Co się stało z Hubertem Gostomskim tak w ogóle, że wypadł z jedenastki?",0
@anonymized_account Muszę zdobyć taki znak  😎,0
@anonymized_account @anonymized_account a do jakiego klubu odchodzi ?,0
"@anonymized_account Raczej je przebiła, bo dno osiągnęła już dosyć dawno.",0
"@anonymized_account I znowu będę musiał do pracy rowerem  jeździć, żeby nie mieć wyrzutów sumienia",0
@anonymized_account Też się debile nie szczepią?,0
"@anonymized_account czyli dystrybucja biletów jeszcze przede mną :) Po prostu mam uczulenie na pewnych nierzetelnych \""dziennikarzy\""",0
@anonymized_account i gdzie jest Handzlik ?,0
@anonymized_account przejrzałem skład Miedzi. 5 zawodników oskarżonych o korupcje w pierwszym składzie :),0
"Co teraz zrobi szalona ekipa endeków @anonymized_account @anonymized_account i reszta @anonymized_account to scierwa, zdrajcy, szubienica, bereza?",1
"Nagrody, premie, karty, kurwy na telefon, spowiedź przez telefon,",0
Dziedziczne wykonawcy R.U.T.A. \u0026amp; Paprika Korps\nhttps://t.co/jbjOVH8xA7,0
@anonymized_account @anonymized_account A roku nie można normalnie napisać ?,0
"@anonymized_account Dziękujemy, a ode mnie dla Juniora :-)",0
@anonymized_account @anonymized_account Właśnie! Musimy zacząć grać w szachy!,0
@anonymized_account Ty aby nie zacząleś ćpać przez wydumane problemy?,0
@anonymized_account @anonymized_account Czyli nadal pieprzy jak potłuczony,0
To głupota żeby czekać dwa tygodnie na dokument,0
"@anonymized_account Szacun za rt, proszę o więcej pisdzielskej  hipokryzji",0
@anonymized_account A mi mówili ze jak nie wiem jak skręcić to mam patrzeć na kierunkowskaz i tak skręcać wtf 😂😂😂,0
"Cyyyyyk, mamy już zapis dzisiejszej Strefy Kibica z trenerem Ireneuszem Mamrotem. Zapraszamy do słuchania. 😊\nhttps://t.co/RME1zo0xjz",0
@anonymized_account Nie wiem. Jak masz możliwość to sprawdz kartki.,0
"@anonymized_account A jak ja, leżę i jęczę i dyszę",0
@anonymized_account @anonymized_account @anonymized_account Nie paraduj w pasiaku po Stambule i przeżyjesz ;p,0
#NAME?,0
"@anonymized_account @anonymized_account @anonymized_account Przestańcie kraść, kłamać i demolować państwo to wtedy pogadamy",0
"@anonymized_account @anonymized_account Takie gadanie jak z Angulo, że tylko do Athletiku mógłby iść. Sam o tym pisałeś.",0
@anonymized_account Wszyscy mają cię w d....udzie a ty dalej brniesz pajacu.,0
"@anonymized_account nie wiem dlaczego tak jest ale cieszę się, że nie jestem w tym sama XD",0
@anonymized_account @anonymized_account @anonymized_account po awanturze z Jagą były te same gadki,0
"@anonymized_account @anonymized_account Dobra, poprzedni tweet z dupy, masz rację :D",0
"@anonymized_account Chciałabym, ale chyba mam zapalenie ucha i jestem wykończona przez ten ból ew",0
@anonymized_account Artykul w @anonymized_account branża transportowa chyli sie ku upadkowi na 34 tyś firmu upadło 17 w roku 2017,0
"@anonymized_account 500+, dzień wolny, ale jacy to patrioci, co nie wiedzą że nacjonalizm to nie patriotyzm",0
@anonymized_account Obudziłeś się po całym dniu czy wytrzeźwiałeś dopiero?,0
@anonymized_account skoro go bronisz to znaczy że sam byś tak zrobił.Ja bym po czymś takim nie potrafił spojrzeć kumplom w oczy @anonymized_account,0
Prezes Gersdorf dostała od PAD propozycję nie do odrzucenia,0
@anonymized_account @anonymized_account czytał to ktos przed publikacją ?,0
@anonymized_account Po prostu chciałem zrozumieć tą obsesje. Pozdrawiam.,0
Kto chce zadecydować czy jakieś zdjęcie nadaje się do pokazania społeczeństwu?,0
@anonymized_account Już ci się troi w oczach. Coś ty ćpał?,1
"@anonymized_account @anonymized_account @anonymized_account jakie 0:4, kiedy i z kim ?",0
"Krotko i na temat🖒\n\nWojciech Sumliński zatrzymany na lotnisku w Londynie. \""Policja pyta o ekstremistyczne poglądy\""\n\nhttps://t.co/gfZ3U8lyqT",0
"RT @anonymized_account Krotko i na temat🖒\n\nWojciech Sumliński zatrzymany na lotnisku w Londynie. \""Policja pyta o ekstremistyczne poglądy\""\n\nhttps:/…",0
"@anonymized_account Chłopie \""ogarnij sie i wyjedź z miasta\"". Pogódź się z wygraną PIS i nie kompromituj się...",0
"RT @anonymized_account @anonymized_account Chłopie \""ogarnij sie i wyjedź z miasta\"". Pogódź się z wygraną PIS i nie kompromituj się...",0
@anonymized_account nie ma za co.Również miłego :),0
@anonymized_account @anonymized_account @anonymized_account Dziękuję za korekcję tweeta 😉,0
@anonymized_account @anonymized_account Żałość mnie ogarnia jak was czytam.,0
@anonymized_account Pep chyba nie wydał autobiografii.,0
@anonymized_account @anonymized_account @anonymized_account w końcu ktoś wiarygodny pisze o tym że się jednak coś pozytywnego dzieje w klubie :),0
Gdzie są w Warszawie koncerty jazzowe na żywo w weekendy? 🎺🎷🎹,0
Ej ja już mam normalnie wszystko  na messengerze,0
@anonymized_account Pod warunkiem że są trzeźwi,0
@anonymized_account @anonymized_account @anonymized_account To otwórz sobie okno i wywietrz. Świerza dawka tlenu dobrze wpływa na mózg.,0
@anonymized_account @anonymized_account to się jeszcze dogadamy :),0
"@anonymized_account @anonymized_account Dwie drużyny które wszyscy obrażają , będą w finale",0
Dziennikarka miażdży intelektualnie wysłannika @anonymized_account gdzie ja żyję,0
@anonymized_account Nie mogę do Ciebie napisać. :(,0
"@anonymized_account Z wypadku zrobiono morderstwo, z morderstwa zrobiono mit a z mitu politykę",0
@anonymized_account Piątek jest za krótki na dawanie ffów,0
"@anonymized_account Ja mam protezę biodra i bajpasy, ale tolerancję na antybiotyk",0
@anonymized_account AAAAA GRATULACJE WIDZISZ!!! JESTEM MEGA MEGA DUMNA!!,0
"@anonymized_account To ja lepiej, na kacu takim ze nie wiem co to za wybory, w tym momencie nie ma kompromisów",0
@anonymized_account @anonymized_account @anonymized_account Spoko. Bye. Wiem że prawda boli.,0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account blisko do Rosji albo na Białoruś,0
Co ty na zjebie bez godności @anonymized_account,0
@anonymized_account @anonymized_account Mają Cie Żelek na tablicy 😉,0
@anonymized_account W której minucie drugi gol? :),0
"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Nieeee, Gryszkiewicz nie grał, to akurat nie o nim.",0
"@anonymized_account Nie mam pojęcia i aż mi głupio, że wszystko zdjęli",0
"@anonymized_account @anonymized_account Do gry ofensywnej to jedno, ale jak pressing siadł po jego wejściu...",0
@anonymized_account @anonymized_account Wziął babę do burdelu to mu wybiła z głowy burdel na całe życie ;-),0
@anonymized_account @anonymized_account chyba @anonymized_account  nie tylko płacze ?,0
@anonymized_account uff to dobrze że nie gracie w LM bo jeszcze bardziej by się to odbijało na wynikach !,0
"@anonymized_account @anonymized_account Monaco, Wolverhampton... I od razu można się domyśleć, kto jest agentem chłopa :D",0
"@anonymized_account spokojnie, czerwiec coraz bliżej :)",0
"@anonymized_account Do roboty, a nie łazić po ulicy z nietrzeźwymi KODowcami. Piwko im smakuje, palce lizać.",1
"RT @anonymized_account @anonymized_account Do roboty, a nie łazić po ulicy z nietrzeźwymi KODowcami. Piwko im smakuje, palce lizać.",1
@anonymized_account @anonymized_account @anonymized_account @anonymized_account Sam Boniek kiedyś stwierdził że piro powinno być legalne bo to urok meczu,0
"@anonymized_account proszę o podanie dalej, może jakiś brat dał rozgrzeszenie",0
@anonymized_account @anonymized_account No cóż. Widać że dziczy w Polsce nie brakuje,0
@anonymized_account 55 tys kibiców na meczu z ogorkami jak oni to robią,0
@anonymized_account @anonymized_account zamiast się cieszyć że mamy fajną reprezentacje to się tylko czepiasz o byle co,0
@anonymized_account jak można było się domyślić chodziło mi o komentarze odnośnie meczu,0
"@anonymized_account O czym pani prezes wspomniała kilka dni wcześniej chodzi mi o \"" kilkunastokrotny wzrost budżetu \""",0
"@anonymized_account @anonymized_account odstawaliśmy demograficznie od tych dwu wymienionych państw, Japonia miało ze 100 mln ludzi my ze 20",0
Prawie 2500 osób widziało moje indy  XDDD,0
@anonymized_account Niekoniecznie ostatnio prezesi w pl patrzą na trenerów okiem oszczednosciowym,0
@anonymized_account Prosimy o kolejne rewelacje. Bardzo nas to interesuje.,0
"Andzik nago biega  i krzyczy bierz mnie, a ja leżę i się śmiję, a w nocy xd",0
@anonymized_account @anonymized_account pączka ogórkiem? To podchodzi pod jakąś nową dyscyplinę.,0
"Góralski jest wszędzie, Krychowiaka nie ma nigdzie.",0
Nie wiem co moja mama teraz robi??? Miała mi podpisać papiery???,0
@anonymized_account @anonymized_account Twarz? Z Tobą zyskuje mordę i to taką zapyziałą.,1
@anonymized_account @anonymized_account @anonymized_account Skoro dzisiejsze stadiony na nic nie pozwalają to sam widzisz że to było idiotyczne.,0
Dzwonił kumpel i pytał dlaczego w #krk jest coraz mniej łabędzi?\n- Bo #Gowin  szybciej do chleba dopływa. \n#życie,0
RT @anonymized_account Dzwonił kumpel i pytał dlaczego w #krk jest coraz mniej łabędzi?\n- Bo #Gowin  szybciej do chleba dopływa. \n#życie,0
@anonymized_account Szkoda że nagle po filmie a nie od zawsze w tym temacie co niektórzy zdobyli się na odrobinę odwagi.,0
@anonymized_account @anonymized_account Baba jaga żółto czerwona ;-),0
@anonymized_account @anonymized_account  a gra chociaż dobrze w tej 1 lidze ? Bo w ekstraklasie było słabo,0
"@anonymized_account A \"" Spieprzaj dziadu \"" ?",0
"RT @anonymized_account @anonymized_account A \"" Spieprzaj dziadu \"" ?",0
"@anonymized_account Sorry, ale oglądając KSW mam inne wrażenie.",0
@anonymized_account @anonymized_account @anonymized_account Możesz jaśniej? Bo oba elementy Twojej odpowiedzi nie mają się nijak do tego co napisałem.,0
@anonymized_account @anonymized_account @anonymized_account 27. Przeniesiono z 26 na 27,0
"@anonymized_account Nie, będę siedział i patrzył jak zaraza pisowska się rozprzestrzenia",0
@anonymized_account Zobaczymy w ogóle później jak pociągi i w tedy ewentualnie coś wykombinujemy 😂,0
@anonymized_account @anonymized_account Bo tu tępy pajac jesteś to nie umiesz.,1
@anonymized_account Z całym szacunkiem ale żona waga piórkowa wiec niema szans z wagą cięższa ;),0
"Dla mnie hitem marszu było skandowanie hasła \nHanka, Hanka już idziemy :) Hanka, Hanka już idziemy :) \ni szczera salwa śmiechu :)",0
"RT @anonymized_account Dla mnie hitem marszu było skandowanie hasła \nHanka, Hanka już idziemy :) Hanka, Hanka już idziemy :) \ni szczera salwa…",0
Hehehehehe! Ronaldo nie strzela karnego!!!😁😁😁,0
@anonymized_account A coś dla nas ? :),0
zagrałabym z kimś w song association,0
bez matemaksa ani tomasza gwiazdy nigdy bym matmy nie zdała\n\ngod bless my heros,0
RT @anonymized_account bez matemaksa ani tomasza gwiazdy nigdy bym matmy nie zdała\n\ngod bless my heros,0
@anonymized_account I skwarki zamiast skórki pomarańczowej.,0
@anonymized_account zawsze mnie to zastanawia czemu te znaki zapytania dajecie na końcu :),0
@anonymized_account Skoro ręka Veleza to był karny to tutaj tak samo.,0
@anonymized_account A mają dobry 2001 więc oby weszli,0
@anonymized_account Co na to Krakowski Lajkonik Prokurator Generalny @anonymized_account,0
Sprzedać za 50 mln Paulinho i kupić (podobno) za 30 mln Vidala - nie poznaję Barcelony.,0
"@anonymized_account Nie wiem, tak mi się wydaje",0
@anonymized_account @anonymized_account wykupią nazwe i co sie stanie ?,0
Kto w dłuższej perspektywie bardziej przyczynia się do poprawy sytuacji w kraju?,0
"@anonymized_account @anonymized_account Bartoszewski szacowal 200, 300 tyś, ale są badacze  którzy mówią o mln",0
"@anonymized_account @anonymized_account @anonymized_account Chwila, ma nie rosnąć tylko maleć! ;-)",0
100 zakazów marszów niepodległości na 100 lat Niepodległej!\n\nTak uczcijmy ten Wielki Jubileusz,0
RT @anonymized_account 100 zakazów marszów niepodległości na 100 lat Niepodległej!\n\nTak uczcijmy ten Wielki Jubileusz,0
Elektorat PiS dziękuje za troskę.Ale da sobie radę bez pomocy @anonymized_account i GW😁😁😁,0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Tak jak  Rocco Siffredi,0
@anonymized_account @anonymized_account Szybko się nauczył polskiego :),0
@anonymized_account Mój ksiądz z 3 gimnazjum to anioł nie człowiek i on tez nie miał nic do osób ze społeczeństwa lgbtq,0
@anonymized_account Jest cham miejski i wiejski. I też tak to tu zostawię.,0
RT @anonymized_account @anonymized_account Jest cham miejski i wiejski. I też tak to tu zostawię.,0
Taka ciekawostka: Pamięć złotej rybki trwa zaledwie trzy sekundy. To by wiele tłumaczyło.,0
"@anonymized_account 4,5 k kibiców we Wrocławiu",0
@anonymized_account a nie powinno być na odwrót ?;),0
@anonymized_account @anonymized_account ale nowy nie będzie znał tych samych historyjek ;-(,0
@anonymized_account teraz to już musztarda po obiedzie :),0
"@anonymized_account Skup się na sobie. To nie ja wbiegam na boisko jako \""foto\"" po strzelonej bramce.",0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Mam propozycję: zmieńcie dealera bo zbyt łatwo odlatujecie.,0
"@anonymized_account Albo: \n- Jaki tytuł miała ta piosenka?\n- Która?\n- No ta \""na na na naa naaa na.",0
"@anonymized_account @anonymized_account No pewnie, \""must have\"" na insta  😁",0
"@anonymized_account Jesli oni go ściągnęli za 21 baniek, sprzedając Paulinho za 50, to świat stanął na głowie 😀",0
@anonymized_account @anonymized_account Narazie var pomaga tylko legi czy to normalne??,0
"@anonymized_account @anonymized_account Musimy poczekać na Młodego, bo ja mogę ewentualnie odpisać, że czarny 😬",0
@anonymized_account Zdjęcie ze Shetyną :) każdy kto ma taką fotkę źle kończy :) ostatnio pecha miał byly już ambasador USA zdaje się 😂😂😂😂 ?,0
RT @anonymized_account @anonymized_account Zdjęcie ze Shetyną :) każdy kto ma taką fotkę źle kończy :) ostatnio pecha miał byly już ambasador US…,0
Ale żenada. Tego się nie da oglądać.,0
"@anonymized_account @anonymized_account Tak jest! Niestety na tt trzeba mocno ciąć, bo się całość nie mieści ;/",0
@anonymized_account @anonymized_account rozmawialiśmy o statystykach a nie o umiejętnościach.A ile widzialeś meczy Videmonta że wiesz gdzie jego sufit ?,0
"@anonymized_account @anonymized_account Dziękujemy, że się podzieliłeś z nami tą informacją.",0
@anonymized_account Ale dzisiaj jest środa :P,0
"@anonymized_account @anonymized_account @anonymized_account A jeśli ona odpowiada na pytanie \""Jak dieta może pomóc zajść w ciążę?\",0
"@anonymized_account Twoja stara, jest tak stara, że pamięta jak morze martwe było zaledwie chore",0
"@anonymized_account czy możemy o tym porozmawiać, wiedziałam że tak będzie XDDDD",0
@anonymized_account Może już nie.kompromitujcie się dalej,0
@anonymized_account ma szanse zarobić ale te ceny to chyba promocja jakaś,0
"@anonymized_account Nie kumam tego że porównujesz liczbę ludności, a później udajesz że chodziło o to że piłka nie jest sportem nr 1.",0
@anonymized_account @anonymized_account Na jakiej podstawie tak uważasz ?,0
@anonymized_account Powinni kupić każdemu po helikopterze,0
"@anonymized_account @anonymized_account Nie no, mówimy o zachwycaniu się historiami czy grą w piłkę?",0
@anonymized_account @anonymized_account Ja zaraz zaczynam :) muszę jeszcze przyszykować garnitur 😂,0
@anonymized_account czyli działają tak jak Ty,0
@anonymized_account @anonymized_account @anonymized_account A mi niejest obojętne i 1906% poparcia dla @anonymized_account,0
Mam straszną ochotę na sushi,0
"@anonymized_account Przecież mamy prl bis, wydanie 3",0
"@anonymized_account Ma Pani rację. Piotrowicz, Jasiński, Kryże itd",0
@anonymized_account @anonymized_account @anonymized_account Hahahaha no kto inny mógł skomentować frekwencje Wisły,0
@anonymized_account @anonymized_account @anonymized_account Przecież wiedział jaki kontrakt podpisuje.,0
Odkad państwo nie pozwoliło miastu Sopot na przyjazd matek z dziećmi  flaga biało czerwona to wstyd,0
@anonymized_account regularnie to Wy trenerów zmieniacie :),0
"@anonymized_account Może źle zrozumiałem, chodzi o kasę dla opiekunów dorosłych dzieci",0
Dzisiaj o 18 Strefa Kibica w Radiu Akadera! Zapraszamy!,0
"@anonymized_account Bo podział praw między NC+ i Eurosportem nie polega na tym, że tyn drugim pozostają najgorsze mecze.",0
"@anonymized_account bardziej chodzi o człon \""rajtuzy\"" #ygh",0
@anonymized_account @anonymized_account No to murem za Beatą!!!😀😀,0
gdybyś tylko wiedział\njak bardzo\nzainspirowałeś mnie\ndo życia,0
RT @anonymized_account gdybyś tylko wiedział\njak bardzo\nzainspirowałeś mnie\ndo życia,0
@anonymized_account A finał to jest sztos nie mogłam wyjść z szoku XD,0
@anonymized_account Podcięła sobie żyły o ile dobrze pamietam,0
"@anonymized_account @anonymized_account @anonymized_account Zupełnie inna sytuacja, ale to trzeba znać temat, a nie rzucać slogany.",0
"@anonymized_account Nic xd tylko nie mam tego przy sobie teraz, bo mam u siebie w domu bo to było w tamtym semestrze",0
"@anonymized_account Nooo masakra, już czuje jak mi dysk wypada weź",0
@anonymized_account @anonymized_account @anonymized_account I kto oprócz 25 samolotów LOTu będzie tam latał?,0
"@anonymized_account Czytam to i sobie myślę, że niektórym to naprawdę odpie....ło i popier....ło w głowach.",0
"Zobaczyłam czyiś plan i miałam ciężką rozkmine, czy ja miałam w liceum godzinę wychowawczą (?) bo nie pamietam w ogóle żeby była",0
"@anonymized_account Jesteś ostatnią osobą, która w ten sposób może się czepiać wpisu na Twitterze.",0
"@anonymized_account A wiesz co to znaczy awaria debilu? Aha, nie wiesz boś ty z PiSu.",1
"@anonymized_account Tak kilka kartek, paczkę, nawet książkę z losowania :’)",0
@anonymized_account W całej Polsce nazwano te imprezę DUPEK DANCE...,0
RT @anonymized_account @anonymized_account W całej Polsce nazwano te imprezę DUPEK DANCE...,0
@anonymized_account To jest tendencyjne zobaczyłeś jeden wpis albo kilka może to trolle i jedziesz na tym daleko,0
@anonymized_account @anonymized_account Panie Zbyszku jak zdobędzie koronę króla strzelców to napewno jakaś oferta będzie wystarczy jedna a dobra,0
@anonymized_account A co w tym fajnego ?,0
"@anonymized_account Proszę sprawdzić w statystykach w pdfie, jak się pojawią. Na stronie są babole.",0
@anonymized_account @anonymized_account Może @anonymized_account zna i mnie zapozna,0
"@anonymized_account Damian głowa do góry - \""robota to głupota\"" ;)",0
"Suweren wybiera kto ma rządzić w Polsce ,wszyscy  czerwoni z ratusz won,natychmiast #Woronicza17",0
"RT @anonymized_account Suweren wybiera kto ma rządzić w Polsce ,wszyscy  czerwoni z ratusz won,natychmiast #Woronicza17",0
"Patrząc na dzisiejsze decyzje VAR, to trochę obniżono poprzeczkę \""oczywistego błędu\"" względem poprzednich dwóch kolejek fazy grupowej.",0
@anonymized_account @anonymized_account Niech zgadnę - drą ryja? 😁,0
"@anonymized_account Ja pierdolę, perwersja, 100 % hardcore",0
@anonymized_account Serce Kotowic bije najmocniej na podlasiu,0
@anonymized_account Hehehehehe. No po kimś to ma😁😁😍😍😍😍,0
@anonymized_account Poczytaj kobieto coś z historii to się dowiesz kto był Targowicą. Bo na razie robisz z siebie idiotkę.,0
"Ciągle słyszę Daniels,Daniels. A kto to jest ten Mr. Daniels? Ja znam tylko jednego:Jacka Danielsa. I nie przepada za nim.",0
@anonymized_account @anonymized_account @anonymized_account Musisz być bardzo ograniczony skoro bierzesz to na serio.,0
"@anonymized_account @anonymized_account Przy chorej tarczycy człowiek jest często powolny i wiecznie zmęczony, jak po maratonie.",0
dostałam propozycję pracy ale ludzie chcą fakturę a ja nie mam działalności założonej,0
Biedny Mateo @anonymized_account wydupczony przez starego dziadzia  @anonymized_account,1
@anonymized_account @anonymized_account Będzie miał czym ścierać kurze :),0
@anonymized_account Czyżby na zlodzieju czapka gore ?😁😁,0
@anonymized_account @anonymized_account O nieee to ja nie jestem doinformowana 🤭,0
"Podobno @anonymized_account jest tak biedna, że @anonymized_account żyruje kredyt na makaron",1
Co Cionek jest tu winny? Gola zajebał Piszczek odwalając jakiś balet po raz 3 w tym meczu.,0
RT @anonymized_account Co Cionek jest tu winny? Gola zajebał Piszczek odwalając jakiś balet po raz 3 w tym meczu.,0
@anonymized_account Dziś Piast był lepsza drużyna od nas i tyle ale problem niewynika tylko z dzisiejszego meczu..,0
@anonymized_account @anonymized_account Kto się nie uważa za wycieczkę z PGRu nie musiał brać kapelusika,0
"@anonymized_account Facet, to ty i twoi koledzy w kieckach jesteście jedną wielką dewiacją.",1
@anonymized_account @anonymized_account Przecież od kilkunastu minut komentujesz,0
"@anonymized_account Co nie zmienia faktu, że nie ma już mądrego rozwiązania na uniknięcie bałaganu :)",0
"@anonymized_account Jezu, myślałam ze jakieś ccc czy coś :( tez bym chciała ale mam kurtkę bordowa wiec nie wiem czy to dobry pomysł xd",0
